codigo,descricao,apelido
034404,034404 - PISO ESQUERDO [PLATAFORMA - CBHL 6000 M23],034404 - PISO ESQUERDO [PLATAFORMA - CBHL 6000 M23]
012919,012919 - REFORÇO EXTERNO [CAÇAMBA SIMPLE,012919 - REFORÇO EXTERNO [CAÇAMBA SIMPLE
033880,033880 - FIXADOR DO TUBO HIDRAULICO [PLATAFORMA - CBHL 6000],033880 - FIXADOR DO TUBO HIDRAULICO [PLATAFORMA - CBHL 6000]
025697,025697 - ESPAÇADOR - EIXO FAMFI-FB (JAN 2014...),025697 - ESPAÇADOR - EIXO FAMFI-FB (JAN 2014...)
479202,479202 - TRANSV SUPORTE CHASSI (M98) F4,479202 - TRANSV SUPORTE CHASSI (M98) F4
034251,034251 - CHAPEAMENTO [TAMPA TRASEIRA - CBHM 5000-6000],034251 - CHAPEAMENTO [TAMPA TRASEIRA - CBHM 5000-6000]
032821,032821 - FUEIRO DIANTEIRO [CAÇAMBA SIMPL,032821 - FUEIRO DIANTEIRO [CAÇAMBA SIMPL
projeto 1,projeto 1,projeto 1
projeto 2,projeto 2,projeto 2
projeto 3,projeto 3,projeto 3
projeto 4,projeto 4,projeto 4
projeto 5,projeto 5,projeto 5
025240,025240 - FECHAMENTO TRASEIRO - CHASSI FA6 RD,025240 - FECHAMENTO TRASEIRO - CHASSI FA6 RD
033613,033613 - TRANSVERSINA TRASEIRA [CHASSI S,033613 - TRANSVERSINA TRASEIRA [CHASSI S
033405,033405 - TRANSVERSINA [CHASSI SIMPLES  -,033405 - TRANSVERSINA [CHASSI SIMPLES  -
033407,033407 - TRANSVERSINA INTERMEDIÁRIA [CHA,033407 - TRANSVERSINA INTERMEDIÁRIA [CHA
424020,424020 - PLASMA,424020 - PLASMA
031485,031485 - LONGARINA _ CHASSI _ CBHM 6000,031485 - LONGARINA _ CHASSI _ CBHM 6000
033713,033713 - ORELHA DE FIXAÇÃO [SUPORTE KIT,033713 - ORELHA DE FIXAÇÃO [SUPORTE KIT
033719,033719 - ORELHA DOBRADA [SUPORTE DO KIT,033719 - ORELHA DOBRADA [SUPORTE DO KIT
032639,032639 - FECHAMENTO [EIXO - CBH7],032639 - FECHAMENTO [EIXO - CBH7]
032328,032328 - ORELHA DE FECHAMENTO DA TAMPA,032328 - ORELHA DE FECHAMENTO DA TAMPA
034110,034110 - CHAPA DE REFORÇO DOBRADA [GRADE LATERAL SUPERIOR - CBHL6000 M22],034110 - CHAPA DE REFORÇO DOBRADA [GRADE LATERAL SUPERIOR - CBHL6000 M22]
034107,034107 - CHAPA DE REFORÇO [GRADE LATERAL INFERIOR LE - CBHL M22],034107 - CHAPA DE REFORÇO [GRADE LATERAL INFERIOR LE - CBHL M22]
034406,034406 -  SUPORTE DA COLUNA [PLATAFORMA - CBHL 6000 M23],034406 -  SUPORTE DA COLUNA [PLATAFORMA - CBHL 6000 M23]
034420,034420 - LONGARINA [CHASSI - FT6500 M23],034420 - LONGARINA [CHASSI - FT6500 M23]
034422,034422 - TRANSVERSINA [CHASSI - FT6500 M23],034422 - TRANSVERSINA [CHASSI - FT6500 M23]
034421,034421 - REFORÇO LATERAL [CHASSI - FT6500 M23],034421 - REFORÇO LATERAL [CHASSI - FT6500 M23]
034417,[CJ] 034417 - FECHAM. SUP. COSTELA [CHASSI - FT6500 M23],[CJ] 034417 - FECHAM. SUP. COSTELA [CHASSI - FT6500 M23]
034419,034419 - FECHAMENTO DA TRANSVERSINA [CHASSI - FT6500 M23],034419 - FECHAMENTO DA TRANSVERSINA [CHASSI - FT6500 M23]
033861,033861 - REFORÇO [GRADE LATERAL - CBHL6000 MP],033861 - REFORÇO [GRADE LATERAL - CBHL6000 MP]
032536,032536 - TRANSVERSINA CENTRAL _ CBHL,032536 - TRANSVERSINA CENTRAL _ CBHL
034414,034414 - FECHAMENTO [GRADE LATERAL INFERIOR - CBHL M23],034414 - FECHAMENTO [GRADE LATERAL INFERIOR - CBHL M23]
034372,034372 - CHAPEAMENTO [GRADE LATERAL INFE,034372 - CHAPEAMENTO [GRADE LATERAL INFE
034377,034377 - CHAPEAMENTO [GRADE LATERAL SUPE,034377 - CHAPEAMENTO [GRADE LATERAL SUPE
TAMPA DO CUBO,TAMPA DO CUBO,TAMPA DO CUBO
030649,030649 - APOIO DA ARTICULAÇÃO [PLATAFORMA - CBHM],030649 - APOIO DA ARTICULAÇÃO [PLATAFORMA - CBHM]
034407,034407 - BRAÇO DE ARTICULAÇÃO [GRADE LAT INFERIOR ESQUERDA - CBHL 6000 M23],034407 - BRAÇO DE ARTICULAÇÃO [GRADE LAT INFERIOR ESQUERDA - CBHL 6000 M23]
034418,034418 - FECHAM. TRASV. SUP. TRAS. [CHASSI - FTC6500 M23],034418 - FECHAM. TRASV. SUP. TRAS. [CHASSI - FTC6500 M23]
033429,033429 - ORELHA DO APOIO DA MANGUEIRA [T,033429 - ORELHA DO APOIO DA MANGUEIRA [T
034401,034401 - FECHAMENTO [BANDEJA - FT10500 FT12500 M23],034401 - FECHAMENTO [BANDEJA - FT10500 FT12500 M23]
034105,034105 - REFORÇO ABA [GRADE LATERAL SUPERIOR - CBHL6000 M22],034105 - REFORÇO ABA [GRADE LATERAL SUPERIOR - CBHL6000 M22]
034413,034413 - ESBARRO DO FECHO RAPIDO [GRADE LAT INF - CBHL6000 M23],034413 - ESBARRO DO FECHO RAPIDO [GRADE LAT INF - CBHL6000 M23]
900038,900038,900038
900039,900039,900039
900040,900040,900040
900041,900041,900041
900043,900043,900043
900044,900044,900044
900045,900045,900045
900047,900047,900047
900048,900048,900048
468745,468745 - REFORÇO DA PONTA DE EIXO _ EIXO,468745 - REFORÇO DA PONTA DE EIXO _ EIXO
900038,900038,900038
900039,900039,900039
900040,900040,900040
900041,900041,900041
900043,900043,900043
900044,900044,900044
900045,900045,900045
900047,900047,900047
900048,900048,900048
025698,025698 - FECHAMENTO _ EIXO TRASEIRO SS-SC _ CBHM 4500,025698 - FECHAMENTO _ EIXO TRASEIRO SS-SC _ CBHM 4500
025660,025660 - TRANSVERSINA ICAMENTO (M98) FA (NOV 13...),025660 - TRANSVERSINA ICAMENTO (M98) FA (NOV 13...)
PROJETO01,PROJETO01,PROJETO01
900049,900049,900049
900046,900046,900046
034399,034399 - LATERAL [BANDEJA - FT10500 FT12,034399 - LATERAL [BANDEJA - FT10500 FT12
032371,"032371 - LONGARINA _ CHASSI 1 EIXO _ CBH-CBHM 4,0T","032371 - LONGARINA _ CHASSI 1 EIXO _ CBH-CBHM 4,0T"
034446,034446 - SUPORTE FRONTAL 1-4 [CHASSI - C,034446 - SUPORTE FRONTAL 1-4 [CHASSI - C
034447,034447 - COMPL. SUPORTE FRONTAL 1-4 [CHA,034447 - COMPL. SUPORTE FRONTAL 1-4 [CHA
025687,025687 - CORPO DA PLATAFORMA [PLATAFORMA - F4_FA4],025687 - CORPO DA PLATAFORMA [PLATAFORMA - F4_FA4]
costela,costela,costela
900051,900051,900051
900052,900052,900052
034401,034401 - FECHAMENTO [BANDEJA - FT10500 F,034401 - FECHAMENTO [BANDEJA - FT10500 F
033711,033711 - ORELHA PARA KIT [GAIOLA - FT12500 M22],033711 - ORELHA PARA KIT [GAIOLA - FT12500 M22]
033712,033712 - REFORÇO DA ORELHA [GAIOLA - FT12500 M22],033712 - REFORÇO DA ORELHA [GAIOLA - FT12500 M22]
031248,031248 - BRAÇO ESTABILIZADOR [EIXO TANDE,031248 - BRAÇO ESTABILIZADOR [EIXO TANDE
417749,417749-FECHAM. LAT. BRAÇO-PLASMA,417749-FECHAM. LAT. BRAÇO-PLASMA
034398,034398 - CORPO DA BANDEJA [BANDEJA - FT10500 FT12500 M23],034398 - CORPO DA BANDEJA [BANDEJA - FT10500 FT12500 M23]
43059,43059,43059
480009,480009 - ANILHO DA MOLA [CAÇAMBA SIMPLES,480009 - ANILHO DA MOLA [CAÇAMBA SIMPLES
025555,025555 - TRANSVERSINA DIANTEIRA [PLATAFORMA METALICA - F6],025555 - TRANSVERSINA DIANTEIRA [PLATAFORMA METALICA - F6]
034443,034443 - TRANSVERSINA TRASEIRA [CHASSI - FT6500 M23],034443 - TRANSVERSINA TRASEIRA [CHASSI - FT6500 M23]
034444,034444 - TRANSVERSINA DIANTEIRA [CHASSI - FT6500 M23],034444 - TRANSVERSINA DIANTEIRA [CHASSI - FT6500 M23]
034395,034395 - FLANGE [SUPORTE MENOR DO CANHÃO - FT12500 M23],034395 - FLANGE [SUPORTE MENOR DO CANHÃO - FT12500 M23]
034383,034383 - FECHAMENTO LATERAL [GRADE LATERAL SUPERIOR - CBHL6000 M23],034383 - FECHAMENTO LATERAL [GRADE LATERAL SUPERIOR - CBHL6000 M23]
025739,025739-COMPLEMENTO TRANSV. SUPERIOR TRASEIRO - CHASSI F6SS M14,025739-COMPLEMENTO TRANSV. SUPERIOR TRASEIRO - CHASSI F6SS M14
034399,034399 - LATERAL [BANDEJA - FT10500 FT12500 M23],034399 - LATERAL [BANDEJA - FT10500 FT12500 M23]
031867,031867 - BASE FIXA DA ENSILADEIRA,031867 - BASE FIXA DA ENSILADEIRA
034445,034445 - REFORÇO LONGARINA [CHASSI - FT6500 M23],034445 - REFORÇO LONGARINA [CHASSI - FT6500 M23]
410214,"410214 -PORTA ALAV COMANDO ICAM A3,5","410214 -PORTA ALAV COMANDO ICAM A3,5"
034455,034455 - CORRIMÃO MENOR [GRADIL - FT6500,034455 - CORRIMÃO MENOR [GRADIL - FT6500
034454,034454 - COLUNA LATERAL [GRADIL - FT6500,034454 - COLUNA LATERAL [GRADIL - FT6500
459574,"459574 - TAMBOR DE FREIO EIXO F6,F5","459574 - TAMBOR DE FREIO EIXO F6,F5"
026025,026025 - COMPLEM SUPERIOR DO ENGATE [ROBUSTA 12T],026025 - COMPLEM SUPERIOR DO ENGATE [ROBUSTA 12T]
026038,026038 - COMPLEM INFERIOR DO ENGATE,026038 - COMPLEM INFERIOR DO ENGATE
026030,026030 - PLASMA,026030 - PLASMA
fechamento,fechamento,fechamento
033540,033540 - BOCÃO DO SUPORTE,033540 - BOCÃO DO SUPORTE
033528,[FE] 033528 - PLACA DO TOTEM [AGRISHOW 2022],[FE] 033528 - PLACA DO TOTEM [AGRISHOW 2022]
030387,030387 BASE MOVEL M17,030387 BASE MOVEL M17
Retâng,Retângulo geral 1,Retângulo geral 1
Retâng,Retângulo geral2,Retângulo geral2
025678,025678 - COMPLEMENTO INT. MENOR - CARROC,025678 - COMPLEMENTO INT. MENOR - CARROC
029686,029686 plasma,029686 plasma
029688,029688-CORPO DO FECHAM. TRAS. M16,029688-CORPO DO FECHAM. TRAS. M16
409935,409935-PLASMA,409935-PLASMA
20020,20020,20020
026032,026032 - PLASMA,026032 - PLASMA
034251,034251 - CHAPEAMENTO [TAMPA TRASEIRA - C,034251 - CHAPEAMENTO [TAMPA TRASEIRA - C
418778,418778 - APOIO DO PRENDEDOR [FTC],418778 - APOIO DO PRENDEDOR [FTC]
034470,034470 - CONE RD,034470 - CONE RD
026027,026027 - CORPO DA LUVA DE UNIÃO [ENGATE,026027 - CORPO DA LUVA DE UNIÃO [ENGATE
034473,034473 - DISCO 3,034473 - DISCO 3
034472,034472 - DISCO 2,034472 - DISCO 2
034471,034471 - DISCO 1,034471 - DISCO 1
034469,034469 - CENTRO RD,034469 - CENTRO RD
025594,"025594 - CORPO - FECHAM LATERAL (ALT60) - S4,0M","025594 - CORPO - FECHAM LATERAL (ALT60) - S4,0M"
034476,034476 [MARCADO] - CONE dividido RD,034476 [MARCADO] - CONE dividido RD
034469,034469 - CENTRO RD aumentada,034469 - CENTRO RD aumentada
030336,030336 - APOIO DA ARTICULAÇAO _ CHASSI D,030336 - APOIO DA ARTICULAÇAO _ CHASSI D
029820,029820 - CINTA COMPLEMENTO CHAPA DIANTEIRA DO DEFLETOR TRASEIRO,029820 - CINTA COMPLEMENTO CHAPA DIANTEIRA DO DEFLETOR TRASEIRO
029790,029790 - BORBOLETA REF. SUP. DEFLETOR TRASEIRA,029790 - BORBOLETA REF. SUP. DEFLETOR TRASEIRA
025588,025588-SUPORTE DO FREIO,025588-SUPORTE DO FREIO
030810,030810,030810
030810,030810-TRANSV. N 4- PLATAF. 2EIXOS 6000,030810-TRANSV. N 4- PLATAF. 2EIXOS 6000
014539,014539 - CHAP SUP TAMPA TRAS M09 (10.000,014539 - CHAP SUP TAMPA TRAS M09 (10.000
466633,466633,466633
464259,464259 - PLASMA,464259 - PLASMA
033850,033850 - CHAPA DE REFORÇO [GRADE LAT INF,033850 - CHAPA DE REFORÇO [GRADE LAT INF
PROJETO,PROJETO,PROJETO
030901,030901,030901
013213,013213 - FECHAMENTO LATERAL _ TAMPA TRAS,013213 - FECHAMENTO LATERAL _ TAMPA TRAS
030414,"030414 REFORÇO INFERIOR-CENOURA 4,00X2,1","030414 REFORÇO INFERIOR-CENOURA 4,00X2,1"
018016,018016 - REFORCO SUPORTE COL CEN (6.000) CBHM,018016 - REFORCO SUPORTE COL CEN (6.000) CBHM
025561,025561 - COLUNA - FECHAMENTO DIANT (FR),025561 - COLUNA - FECHAMENTO DIANT (FR)
033579,033579 - ABA DA TAMPA TRASEIRA [CBH6 2E,033579 - ABA DA TAMPA TRASEIRA [CBH6 2E
033585,033585 - SUPORTE LANTERNA [CBH6 2E],033585 - SUPORTE LANTERNA [CBH6 2E]
033401,033401a,033401a
476936,476936 SUPORTE FIXAÇÃO EIXO,476936 SUPORTE FIXAÇÃO EIXO
025409,025409 - SUPORTE TIRANTE - MANCAL CIL  CHASSI CBH-8,025409 - SUPORTE TIRANTE - MANCAL CIL  CHASSI CBH-8
arruela p retentor,arruela p retentor,arruela p retentor
031227,031227 - CANTONEIRA INF. TAMPA TRASEIRA,031227 - CANTONEIRA INF. TAMPA TRASEIRA
033644,033644 - SUPORTE DO GIGANTE [FECHAMENTO,033644 - SUPORTE DO GIGANTE [FECHAMENTO
032093,032093 - ANEL EXTERNO [TAMPA TRASEIRA -,032093 - ANEL EXTERNO [TAMPA TRASEIRA -
032115,032115 - ORELHA DO COLARINHO [TANQUE SIM,032115 - ORELHA DO COLARINHO [TANQUE SIM
480630,480630 - REFORÇO DA 5 RODA _ 5 RODA-CHAS,480630 - REFORÇO DA 5 RODA _ 5 RODA-CHAS
467704,467704-PLASMA,467704-PLASMA
CS3000.25.40.282,CS3000.25.40.282,CS3000.25.40.282
CS3000.25.40.281,CS3000.25.40.281,CS3000.25.40.281
CS3000.25.40.280,CS3000.25.40.280,CS3000.25.40.280
TESTE COSTELA CS3000.25.40.282,TESTE COSTELA CS3000.25.40.282,TESTE COSTELA CS3000.25.40.282
TESTE COSTELA CS3000.25.40.281,TESTE COSTELA CS3000.25.40.281,TESTE COSTELA CS3000.25.40.281
TESTE COSTELA CS3000.25.40.280,TESTE COSTELA CS3000.25.40.280,TESTE COSTELA CS3000.25.40.280
030500,030500 - AJUSTE,030500 - AJUSTE
494653,"494653 PL - DOBRADIÇA _ FUEIRO UG-GRAN-FORR TRS LD-LE _ CBH-CBHM 4,0-6,0T","494653 PL - DOBRADIÇA _ FUEIRO UG-GRAN-FORR TRS LD-LE _ CBH-CBHM 4,0-6,0T"
030456,030456 - TRASNV. INTERM. CENTRAL,030456 - TRASNV. INTERM. CENTRAL
480630,"480630 - REFORÇO DA 5 RODA _ 5 RODA-CHASSI 2 EIXOS _ F-FTC 4,0-6,0T","480630 - REFORÇO DA 5 RODA _ 5 RODA-CHASSI 2 EIXOS _ F-FTC 4,0-6,0T"
033978,033978 - FIXADOR BORRACHA TAMPA LATERAL [CBHL6000 MP],033978 - FIXADOR BORRACHA TAMPA LATERAL [CBHL6000 MP]
f1e,f1e,f1e
qualidade ,qualidade ,qualidade 
032689,032689 - TRANSVERSINA INTERM [PLAT. FA2A M22],032689 - TRANSVERSINA INTERM [PLAT. FA2A M22]
034327,034327 - TRANSVERSINA DIANTEIRA [PLATAFORMA - FA5 PRANCHA],034327 - TRANSVERSINA DIANTEIRA [PLATAFORMA - FA5 PRANCHA]
034328,034328 - TRANSVERSINA INTERMEDIARIA [PLATAFORMA - FA5 PRANCHA],034328 - TRANSVERSINA INTERMEDIARIA [PLATAFORMA - FA5 PRANCHA]
034329,034329 - TRANSVERSINA TRASEIRA [PLATAFORMA - FA5 PRANCHA],034329 - TRANSVERSINA TRASEIRA [PLATAFORMA - FA5 PRANCHA]
034330,034330 - CANTONEIRA TRASEIRA [PLATAFORMA - FA5 PRANCHA],034330 - CANTONEIRA TRASEIRA [PLATAFORMA - FA5 PRANCHA]
025681,025681 - HASTE DE TRAÇAO _ IÇAMENTO 1 EIXO _ FTC 6500,025681 - HASTE DE TRAÇAO _ IÇAMENTO 1 EIXO _ FTC 6500
468745,468745 - PLASMA,468745 - PLASMA
033013,033013 - LONGARINA [PLATAFORMA - FA6F],033013 - LONGARINA [PLATAFORMA - FA6F]
033014,033014 - TRANSVERSINA DIANTEIRA [PLAT. METALICA FA6F],033014 - TRANSVERSINA DIANTEIRA [PLAT. METALICA FA6F]
033015,033015 - TRANSVERSINA TRASEIRA [PLAT. METALICA FA6F],033015 - TRANSVERSINA TRASEIRA [PLAT. METALICA FA6F]
033016,033016 - TRANSVERSINA INTERM [PLAT. METALICA FA6F],033016 - TRANSVERSINA INTERM [PLAT. METALICA FA6F]
032692,032692 - CORPO [GIGANTE FA2A M22],032692 - CORPO [GIGANTE FA2A M22]
033020,033020 - CORPO [GIGANTE METAL. FA6F],033020 - CORPO [GIGANTE METAL. FA6F]
033017,033017 - PISO [PLAT. METALICA FA6F],033017 - PISO [PLAT. METALICA FA6F]
034337,034337A - LONGARINA PEDAÇO MAIOR [CHASSI SS - FA5 PRANCHA],034337A - LONGARINA PEDAÇO MAIOR [CHASSI SS - FA5 PRANCHA]
034337,034337B - LONGARINA PEDAÇO MAIOR [CHASSI SS - FA5 PRANCHA],034337B - LONGARINA PEDAÇO MAIOR [CHASSI SS - FA5 PRANCHA]
442355,442355-plasma,442355-plasma
teste de solda,teste de solda,teste de solda
439046,439046,439046
033527,033527 - BASE DO TOTEM [AGRISHOW 2022],033527 - BASE DO TOTEM [AGRISHOW 2022]
029792,029792 - COMPL. CHAPA FURADA FIXAÇÃO TIRANTE,029792 - COMPL. CHAPA FURADA FIXAÇÃO TIRANTE
033317,033317 - REFORÇO DA PONTA [EIXO DIANTEIRO - CBH12 M22],033317 - REFORÇO DA PONTA [EIXO DIANTEIRO - CBH12 M22]
034555,034555 - REFORÇO DO FUEIRO CENTRAL [FUEIRO - CBHM600],034555 - REFORÇO DO FUEIRO CENTRAL [FUEIRO - CBHM600]
030538,030538 - FECHAMENTO TRASEIRO _ CHASSI _ CBH,030538 - FECHAMENTO TRASEIRO _ CHASSI _ CBH
493211,493211 - CHAPEAMENTO [TAMPA TRASEIRA - CBHM4500],493211 - CHAPEAMENTO [TAMPA TRASEIRA - CBHM4500]
033671,033671 - CHAPEAMENTO [FECHAMENTO DIANT MET - F6C],033671 - CHAPEAMENTO [FECHAMENTO DIANT MET - F6C]
032685,032685 - TRANSVERSINA DIANT [PLAT. FA2A M22],032685 - TRANSVERSINA DIANT [PLAT. FA2A M22]
032687,032687 - TRANSVERSINA TRASEIRA [PLAT. FA2A M22],032687 - TRANSVERSINA TRASEIRA [PLAT. FA2A M22]
447134,447134-REF TRANSV DIANT CHASSI UVA,447134-REF TRANSV DIANT CHASSI UVA
431898,431898 - FECHAMENTO LATERAL _ EIXO BALANCIM _ UVA,431898 - FECHAMENTO LATERAL _ EIXO BALANCIM _ UVA
034493,034493 - ORELHA COMPLEMENTAR [CHASSI - MCF M23],034493 - ORELHA COMPLEMENTAR [CHASSI - MCF M23]
034548,034548 - ESTRUTURA DIANTEIRA [CHASSI - MCF M23],034548 - ESTRUTURA DIANTEIRA [CHASSI - MCF M23]
034491,034491 - ESTRUTURA TRASEIRA [CHASSI - MCF M23],034491 - ESTRUTURA TRASEIRA [CHASSI - MCF M23]
034554,034554  - COMPLEMENTO DA HASTE [CHASSI - MCF M23],034554  - COMPLEMENTO DA HASTE [CHASSI - MCF M23]
034567,034567 - HASTE DE FIXAÇÃO [CHASSI - MCF16 M23],034567 - HASTE DE FIXAÇÃO [CHASSI - MCF16 M23]
463371,463371 - PLASMA,463371 - PLASMA
442409,442409 - PLASMA,442409 - PLASMA
025743,025743 - SUPORTE FIX. DA PLATAF. - M,025743 - SUPORTE FIX. DA PLATAF. - M
449647,449647 PLASMA,449647 PLASMA
034530,034530 - APOIO CENTRAL DA ESTEIRA [CHASS,034530 - APOIO CENTRAL DA ESTEIRA [CHASS
034569,034569 - FECHAMENTO DO EIXO [CHASSI - MC,034569 - FECHAMENTO DO EIXO [CHASSI - MC
034498,034498 - SUPORTE DO MACACO [CHASSI - MCF,034498 - SUPORTE DO MACACO [CHASSI - MCF
034570,034570 - REFORÇO DA HASTE DE FIXAÇÃO [CH,034570 - REFORÇO DA HASTE DE FIXAÇÃO [CH
034568,034568 - SAPATA SUPERIOR [CHASSI - MCF M23],034568 - SAPATA SUPERIOR [CHASSI - MCF M23]
16093,16093,16093
449611,449611 - PLASMA,449611 - PLASMA
010029,010029 - APOIO PLAT BOMBA ANDR,010029 - APOIO PLAT BOMBA ANDR
460783,460783-TRAVA DA MOLA-PLASMA,460783-TRAVA DA MOLA-PLASMA
032352,032352 - SUPORTE FRONTAL FURADO _ CHASSI,032352 - SUPORTE FRONTAL FURADO _ CHASSI
034565,034565 - SAPATA INFERIOR [PONTA DE EIXO DESLIZANTE - MCF M23],034565 - SAPATA INFERIOR [PONTA DE EIXO DESLIZANTE - MCF M23]
480691,480691-PLASMA,480691-PLASMA
030317,[6.35]030317 - LONGARINA,[6.35]030317 - LONGARINA
034573,034573 - REFORÇO EXTERNO DA ESTRUTURA [CHASSI - MCF],034573 - REFORÇO EXTERNO DA ESTRUTURA [CHASSI - MCF]
010029,010029 - APOIO _ PLATAFORMA BOMBA ANDRADE,010029 - APOIO _ PLATAFORMA BOMBA ANDRADE
466578,466578 - FECHAMENTO LATERAL _ TAMPA DIANTEIRA-LATERAL INFERIOR 60CM _ CBHM 3500-8000-10000,466578 - FECHAMENTO LATERAL _ TAMPA DIANTEIRA-LATERAL INFERIOR 60CM _ CBHM 3500-8000-10000
479172,479172 - TRANSV. DIANTEIRA [CHASSI - FA4],479172 - TRANSV. DIANTEIRA [CHASSI - FA4]
034503,034503 - FECHAMENTO DO EIXO INTERNO [CHASSI - MCF M23],034503 - FECHAMENTO DO EIXO INTERNO [CHASSI - MCF M23]
034501,034501 - FECHAMENTO DO COMPLEMENTO DO EIXO [CHASSI - MCF M23],034501 - FECHAMENTO DO COMPLEMENTO DO EIXO [CHASSI - MCF M23]
034586,034586 - PLACA DE FIXAÇÃO [ROLO MOTOR - MCF M23],034586 - PLACA DE FIXAÇÃO [ROLO MOTOR - MCF M23]
034593,034593 - PLACA DE FIXAÇÃO MENOR [ROLO MOV EST HORIZONTAL - MCF M23],034593 - PLACA DE FIXAÇÃO MENOR [ROLO MOV EST HORIZONTAL - MCF M23]
454278,454278 PLASMA 1,454278 PLASMA 1
034621,034621 - CORPO DO ESBARRO DE FECHAMENTO [ESTEIRA DIREITA - MCF M23],034621 - CORPO DO ESBARRO DE FECHAMENTO [ESTEIRA DIREITA - MCF M23]
034505,034505 - LONGARINA ESTEIRA 03 2.5m [ESTEIRA DIREITA - MCF M23],034505 - LONGARINA ESTEIRA 03 2.5m [ESTEIRA DIREITA - MCF M23]
034625,034625 - SUPORTE MAIOR PARA MANCAL DE FLANGE 204 [ESTEIRA DIREITA - MCF M23],034625 - SUPORTE MAIOR PARA MANCAL DE FLANGE 204 [ESTEIRA DIREITA - MCF M23]
034507,034507 - GUIA 01 UHMW [ESTEIRA - MCF M23,034507 - GUIA 01 UHMW [ESTEIRA - MCF M23
034614,034614 - SUPORTE SUPERIOR DO CILINDRO PRINCIPAL [ESTEIRA DIREITA - MCF M23],034614 - SUPORTE SUPERIOR DO CILINDRO PRINCIPAL [ESTEIRA DIREITA - MCF M23]
034618,034618 - CHAPA ESPAÇADORA [ESTEIRA DIREITA 01 - MCF M23],034618 - CHAPA ESPAÇADORA [ESTEIRA DIREITA 01 - MCF M23]
034620,034620 - NERVURA DO BRAÇO DE ARTICULAÇÃO [ESTEIRA DIREITA - MCF M23],034620 - NERVURA DO BRAÇO DE ARTICULAÇÃO [ESTEIRA DIREITA - MCF M23]
034627,034627 - REFORÇO DOBRADIÇA INTEIRIÇO ESTEIRA ELEVATORIA [ESTEIRA DIREITA - MCF M23],034627 - REFORÇO DOBRADIÇA INTEIRIÇO ESTEIRA ELEVATORIA [ESTEIRA DIREITA - MCF M23]
034628,034628 - REFORÇO DA FIXAÇÃO DO CILINDRO SECUNDÁRIO [ESTEIRA DIREITA - MCF M23],034628 - REFORÇO DA FIXAÇÃO DO CILINDRO SECUNDÁRIO [ESTEIRA DIREITA - MCF M23]
027432,027432 - CHAPA SOLDADA LATERAL DO PERFIL,027432 - CHAPA SOLDADA LATERAL DO PERFIL
034601,034601 - SUPORTE VIRADO PARA MANCAL DE FLANGE 204 [ESTEIRA ELEVATÓRIA SUPERIOR - MCF M23],034601 - SUPORTE VIRADO PARA MANCAL DE FLANGE 204 [ESTEIRA ELEVATÓRIA SUPERIOR - MCF M23]
034541,034541 - DOBRADIÇA INTERMEDIARIA VIRADA [ESTEIRA ELEVADA SUPERIOR - MCF M23],034541 - DOBRADIÇA INTERMEDIARIA VIRADA [ESTEIRA ELEVADA SUPERIOR - MCF M23]
032015,032015 - CORPO  _  BASE DO MOTOR HIDRAULICO _ COLHEITADEIRA,032015 - CORPO  _  BASE DO MOTOR HIDRAULICO _ COLHEITADEIRA
032010,032010 - FECHAMENTO LATERAL _ BASE DO MOTOR HIDRAULICO _  COLHEITADEIRA,032010 - FECHAMENTO LATERAL _ BASE DO MOTOR HIDRAULICO _  COLHEITADEIRA
032011,032011 - GUIA  _ BASE DO MOTOR HIDRAULICO  _ COLHEITADEIRA,032011 - GUIA  _ BASE DO MOTOR HIDRAULICO  _ COLHEITADEIRA
034619,034619 - SUPORTE FRONTAL [ESTEIRA DIREITA - MCF M23],034619 - SUPORTE FRONTAL [ESTEIRA DIREITA - MCF M23]
034542,034542 - DOBRADIÇA INTERMEDIARIA [ESTEIRA ELEVADA INFERIOR - MCF M23],034542 - DOBRADIÇA INTERMEDIARIA [ESTEIRA ELEVADA INFERIOR - MCF M23]
034615,034615 - ESTRUTURA C,034615 - ESTRUTURA C
034626,034626 - REFORÇO DOBRADIÇA DO CILINDRO MENOR [ESTEIRA DIREITA - MCF M23],034626 - REFORÇO DOBRADIÇA DO CILINDRO MENOR [ESTEIRA DIREITA - MCF M23]
900069,900069 - GABARITO FUEIRO CBHM6000,900069 - GABARITO FUEIRO CBHM6000
028086,028086 - FECHAMENTO,028086 - FECHAMENTO
034605,034605 - GUIA 15 UHMW [ESTEIRA ELEVADA SUPERIOR - MCF M23],034605 - GUIA 15 UHMW [ESTEIRA ELEVADA SUPERIOR - MCF M23]
034606,034606 - GUIA 16 UHMW [ESTEIRA ELEVADA SUPERIOR - MCF M23],034606 - GUIA 16 UHMW [ESTEIRA ELEVADA SUPERIOR - MCF M23]
034607,034607 - GUIA 17 UHMW [ESTEIRA ELEVADA SUPERIOR - MCF M23],034607 - GUIA 17 UHMW [ESTEIRA ELEVADA SUPERIOR - MCF M23]
034608,034608 - GUIA 18 UHMW [ESTEIRA ELEVADA SUPERIOR - MCF M23],034608 - GUIA 18 UHMW [ESTEIRA ELEVADA SUPERIOR - MCF M23]
034507,034507 - GUIA 01 UHMW [ESTEIRA - MCF M23],034507 - GUIA 01 UHMW [ESTEIRA - MCF M23]
