codigo,descricao,apelido
025847,025847 - PLACA DE APOIO - 5 RODA - CBH,025847 - PLACA DE APOIO - 5 RODA - CBH
481439,481439 - HASTE DE TRAÇAO MAIOR _ IÇAMENT,481439 - HASTE DE TRAÇAO MAIOR _ IÇAMENT
030721,030721- COMPLEMENTO DA LONGARINA,030721- COMPLEMENTO DA LONGARINA
031862,031862 - COLUNA _ FECHAMENTO DIANTEIRO (,031862 - COLUNA _ FECHAMENTO DIANTEIRO (
033360,033360 - BASE DE APOIO [ENGATE - CBH9],033360 - BASE DE APOIO [ENGATE - CBH9]
033366,033366 - SUPORTE DO ENGATE [CONJUNTO SUPORTE FRONTAL - CBH9],033366 - SUPORTE DO ENGATE [CONJUNTO SUPORTE FRONTAL - CBH9]
034222,034222 - CHAPEAMENTO FRONTAL INFERIOR [CAÇAMBA SIMPLES - CBH9 M23],034222 - CHAPEAMENTO FRONTAL INFERIOR [CAÇAMBA SIMPLES - CBH9 M23]
034223,034223 - CHAPEAMENTO FRONTAL SUPERIOR [CAÇAMBA SIMPLES - CBH9 M23],034223 - CHAPEAMENTO FRONTAL SUPERIOR [CAÇAMBA SIMPLES - CBH9 M23]
034230,034230 - CHAPEAMENTO [TAMPA LATERAL SIMPLES - CBH9 M23],034230 - CHAPEAMENTO [TAMPA LATERAL SIMPLES - CBH9 M23]
034721,034721 - CHAPEAMENTO LATERAL [CAÇAMBA SIMPLES - CBH9 M23],034721 - CHAPEAMENTO LATERAL [CAÇAMBA SIMPLES - CBH9 M23]
034787,034787 - COMPLEMENTO DO FECHAMENTO LATERAL TRASEIRO [CAÇAMBA SIMPLES - CBH9 M23],034787 - COMPLEMENTO DO FECHAMENTO LATERAL TRASEIRO [CAÇAMBA SIMPLES - CBH9 M23]
034785,034785 - FECHAMENTO LATERAL TRASEIRO SUPERIOR [CAÇAMBA SIMPLES - CBH9 M23],034785 - FECHAMENTO LATERAL TRASEIRO SUPERIOR [CAÇAMBA SIMPLES - CBH9 M23]
034786,034786 - FECHAMENTO LATERAL TRASEIRO INFERIOR [CAÇAMBA SIMPLES - CBH9 M23],034786 - FECHAMENTO LATERAL TRASEIRO INFERIOR [CAÇAMBA SIMPLES - CBH9 M23]
034814,034814 - ORELHA COMANDO MONOBLOCO PEQUENO [CHASSI - MCF M23],034814 - ORELHA COMANDO MONOBLOCO PEQUENO [CHASSI - MCF M23]
032872,032872 - SUPORTE FRONTAL [CHASSI SIMPLES - CBH9],032872 - SUPORTE FRONTAL [CHASSI SIMPLES - CBH9]
494653,494653 - DOBRADIÇA [FUEIRO TRASEIRO - CBHM],494653 - DOBRADIÇA [FUEIRO TRASEIRO - CBHM]
466633,466633 - CHAPEAMENTO [GRADE DIANTEIRA - CBHM3500],466633 - CHAPEAMENTO [GRADE DIANTEIRA - CBHM3500]
034819,034819 - TRANSVERSINA [IÇAMENTO SIMPLES - MCF M23],034819 - TRANSVERSINA [IÇAMENTO SIMPLES - MCF M23]
034820,034820 - FECHAMENTO COMPLEMENTAR [IÇAMENTO SIMPLES - MCF M23],034820 - FECHAMENTO COMPLEMENTAR [IÇAMENTO SIMPLES - MCF M23]
032013,032013 - CHAPA DE FIXAÇÃO _ BASE DO MOTOR HIDRAULICO _ COLHEITADEIRA,032013 - CHAPA DE FIXAÇÃO _ BASE DO MOTOR HIDRAULICO _ COLHEITADEIRA
034678,034678 - PARTE MOVEL  [BASE DO MOTOR HIDRAULICO - MCF M23],034678 - PARTE MOVEL  [BASE DO MOTOR HIDRAULICO - MCF M23]
034826,034826 - REFORÇO INFERIOR [IÇAMENTO SIMPLES - MCF M23],034826 - REFORÇO INFERIOR [IÇAMENTO SIMPLES - MCF M23]
034818,034818 - HASTE DE TRAÇÃO [IÇAMENTO SIMPLES -MCF M23],034818 - HASTE DE TRAÇÃO [IÇAMENTO SIMPLES -MCF M23]
033377,033377 - REFORÇO INTERNO [CONJUNTO SUPORTE FRONTAL - CBH9 M22],033377 - REFORÇO INTERNO [CONJUNTO SUPORTE FRONTAL - CBH9 M22]
030918,030918-REFORÇO TRASEIRO DA LONG.-F6 M17,030918-REFORÇO TRASEIRO DA LONG.-F6 M17
470004,470004 - FECHAM CHAPA [FUEIRO CENTRAL CHAPA - CBHM10000],470004 - FECHAM CHAPA [FUEIRO CENTRAL CHAPA - CBHM10000]
014436,014436 - FECHAM FUEIRO TRAS M09 (10.000) CBHM,014436 - FECHAM FUEIRO TRAS M09 (10.000) CBHM
034822,034822 - SUPORTE DO EMBOLO [IÇAMENTO SIMPLES - MCF M23],034822 - SUPORTE DO EMBOLO [IÇAMENTO SIMPLES - MCF M23]
034824,034824 - REFORÇO SUPERIOR [IÇAMENTO SIMPLES - MCF M23],034824 - REFORÇO SUPERIOR [IÇAMENTO SIMPLES - MCF M23]
034825,034825 - REFORÇO EMBOLO [IÇAMENTO SIMPLES - MCF M23],034825 - REFORÇO EMBOLO [IÇAMENTO SIMPLES - MCF M23]
034821,034821 - APOIO DA LUVA [IÇAMENTO SIMPLES - MCF M23],034821 - APOIO DA LUVA [IÇAMENTO SIMPLES - MCF M23]
032367,032367 - CHAPEAMENTO [TAMPA TRASEIRA - CBH USO GERAL] ,032367 - CHAPEAMENTO [TAMPA TRASEIRA - CBH USO GERAL] 
034827,034827 - ORELHA CILINDRO [IÇAMENTO SIMPLES - MCF M23],034827 - ORELHA CILINDRO [IÇAMENTO SIMPLES - MCF M23]
029499,029499 - ABRACADEIRA TUBULACAO,029499 - ABRACADEIRA TUBULACAO
034751,034751,034751
034829,034829 - FIXADOR CONTRA BALANÇO [MCF M23],034829 - FIXADOR CONTRA BALANÇO [MCF M23]
025573,025573 plasma,025573 plasma
032813,032813 - REFORÇO DA TRANSV INTERMEDIARIA,032813 - REFORÇO DA TRANSV INTERMEDIARIA
032970,032970 - BASE DO MACACO [MACACO COMPLETO,032970 - BASE DO MACACO [MACACO COMPLETO
033687,033687 - FECHAMENTO DO TUBO [EIXO BALANC,033687 - FECHAMENTO DO TUBO [EIXO BALANC
033688,033688  - REFORÇO INFERIOR [EIXO BALANCI,033688  - REFORÇO INFERIOR [EIXO BALANCI
034786,034786 - FECHAMENTO LATERAL TRASEIRO INF,034786 - FECHAMENTO LATERAL TRASEIRO INF
034834,034834,034834
034835,034835,034835
030553,030553,030553
034836,034836 - PLACA DO IÇAMENTO [MCF  M23],034836 - PLACA DO IÇAMENTO [MCF  M23]
031861,031861 - CORPO _ FECHAMENTO DIANTEIRO (GIGANTE) _ UVA M20,031861 - CORPO _ FECHAMENTO DIANTEIRO (GIGANTE) _ UVA M20
034151,034151 - TRANSVERSINA DIANTEIRA [ESTRUTU,034151 - TRANSVERSINA DIANTEIRA [ESTRUTU
034153,034153 - TRANSVERSINA INTERMEDIARIA [EST,034153 - TRANSVERSINA INTERMEDIARIA [EST
034152,034152 - TRANSVERSINA TRASEIRA [ESTRUTUR,034152 - TRANSVERSINA TRASEIRA [ESTRUTUR
494495,494495 - DOBRADIÇA [TAMPA TRASEIRA - CBHM],494495 - DOBRADIÇA [TAMPA TRASEIRA - CBHM]
034842,034842 - ORELHA DA BUCHA ESPAÇADOTA DO CILINDRO [MCF M23],034842 - ORELHA DA BUCHA ESPAÇADOTA DO CILINDRO [MCF M23]
459549,459549,459549
034844,034844,034844
031206,031206 - CHAPEAMENTO FRONTAL [CAÇAMBA -,031206 - CHAPEAMENTO FRONTAL [CAÇAMBA -
034225,034225 - FUEIRO DIANTEIRO [CAÇAMBA SIMPLES - CBH9 M23],034225 - FUEIRO DIANTEIRO [CAÇAMBA SIMPLES - CBH9 M23]
034563,034563 - REFORÇO LATERAL DIANTEIRO [CAÇAMBA SIMPLES - CBH9 M23],034563 - REFORÇO LATERAL DIANTEIRO [CAÇAMBA SIMPLES - CBH9 M23]
032860,032860 - FECHAMENTO SUP [FUEIRO CENTRAL],032860 - FECHAMENTO SUP [FUEIRO CENTRAL]
034226,034226 - FECHAMENTO DO FUEIRO [CAÇAMBA SIMPLES - CBH9 M23],034226 - FECHAMENTO DO FUEIRO [CAÇAMBA SIMPLES - CBH9 M23]
034227,034227 - COMPL. FECHAM. DO FUEIRO [CAÇAMBA SIMPLES - CBH9 M23],034227 - COMPL. FECHAM. DO FUEIRO [CAÇAMBA SIMPLES - CBH9 M23]
034231,034231 - FECHAMENTO LATERAL [TAMPA LATERAL SIMPLES - CBH9 M23],034231 - FECHAMENTO LATERAL [TAMPA LATERAL SIMPLES - CBH9 M23]
034228,034228 - REFORÇO INTERNO DIANTEIRO [CAÇAMBA SIMPLES - CBH9 M23],034228 - REFORÇO INTERNO DIANTEIRO [CAÇAMBA SIMPLES - CBH9 M23]
034854,034854 - NOVO REFORÇO DOBRADIÇA DO CILINDRO MENOR [ESTEIRA DIREITA - MCF M23],034854 - NOVO REFORÇO DOBRADIÇA DO CILINDRO MENOR [ESTEIRA DIREITA - MCF M23]
034858,034858 - PRISIONEIRO MAIOR DO TOBOGÃ [MCF M23],034858 - PRISIONEIRO MAIOR DO TOBOGÃ [MCF M23]
034859,034859 - PRISIONEIRO MENOR DO TOBOGÃ [MCF M23],034859 - PRISIONEIRO MENOR DO TOBOGÃ [MCF M23]
034860,034860 - REFORÇO DA BUCHA DO APOIO DO CILINDRO [ESTEIRA DIREITA - MCF M23],034860 - REFORÇO DA BUCHA DO APOIO DO CILINDRO [ESTEIRA DIREITA - MCF M23]
034861,034861 - REFORÇO VERTICAL DA BUCHA DO CILINDRO [ESTEIRA DIREITA - MCF M23],034861 - REFORÇO VERTICAL DA BUCHA DO CILINDRO [ESTEIRA DIREITA - MCF M23]
034858,034858 - PRISIONEIRO MAIOR DO TOBOGÃ [MC,034858 - PRISIONEIRO MAIOR DO TOBOGÃ [MC
034859,034859 - PRISIONEIRO MENOR DO TOBOGÃ [MC,034859 - PRISIONEIRO MENOR DO TOBOGÃ [MC
031206,031206A - CHAPEAM. FRONTAL _ CAÇAMBA _ CBH,031206A - CHAPEAM. FRONTAL _ CAÇAMBA _ CBH
034109,034109 - FECHAMENTO LATERAL [GRADE LATERAL SUPERIOR - CBHL6000 M22],034109 - FECHAMENTO LATERAL [GRADE LATERAL SUPERIOR - CBHL6000 M22]
029669,"029669 - LONGARINA _ CHASSI 2 EIXOS _ F-FTC 6,0T","029669 - LONGARINA _ CHASSI 2 EIXOS _ F-FTC 6,0T"
033881,033881 - APOIO TEE [PLATAFORMA - CBHL6000],033881 - APOIO TEE [PLATAFORMA - CBHL6000]
033882,033882 - ALÇA TUBO HIDRAULICO [PLATAFORMA - CBHL6000],033882 - ALÇA TUBO HIDRAULICO [PLATAFORMA - CBHL6000]
026011,026011-CORPO DA PALHETA LE-CALCARIO,026011-CORPO DA PALHETA LE-CALCARIO
026010,026010-CORPO DA PALHETA LD-CALCARIO,026010-CORPO DA PALHETA LD-CALCARIO
026018,026018 - REFORÇO - PALHETA LE LD P CALCA,026018 - REFORÇO - PALHETA LE LD P CALCA
034862,034862 - CAPA ESQUERDA NOVA [CAPA - MCF,034862 - CAPA ESQUERDA NOVA [CAPA - MCF
34863,34863,34863
034867,034867 - FECHAMENTO DO TUBO [BARRA ESTABILIZADORA - MCF M23],034867 - FECHAMENTO DO TUBO [BARRA ESTABILIZADORA - MCF M23]
034871,034871 - REFORÇO REDUZIDO [ARTICULAÇÃO MAIOR - MCF M23],034871 - REFORÇO REDUZIDO [ARTICULAÇÃO MAIOR - MCF M23]
034872,034872 - HASTE REDUZIDA [ARTICULAÇÃO MAIOR - MCF M23],034872 - HASTE REDUZIDA [ARTICULAÇÃO MAIOR - MCF M23]
025539,025539 - PLASMA,025539 - PLASMA
033690,033690 - REFORÇO PONTA DE EIXO [EIXO BAL,033690 - REFORÇO PONTA DE EIXO [EIXO BAL
025743,025743 PLASMA,025743 PLASMA
418894,418894A - LUVA DE UNIÃO [IÇAMENTO 02 EIXOS - F_FTC],418894A - LUVA DE UNIÃO [IÇAMENTO 02 EIXOS - F_FTC]
032286,032286 - FECHAMENTO DO TUBO _ CHASSI _ CBHL 6000,032286 - FECHAMENTO DO TUBO _ CHASSI _ CBHL 6000
033742,033742 - CORPO DA LUVA DE UNIÃO [ENGATE - CH9 M22],033742 - CORPO DA LUVA DE UNIÃO [ENGATE - CH9 M22]
425795,425795 - APOIO DA BUCHA GUIA [CHASSI DA CAÇAMBA - CBH9],425795 - APOIO DA BUCHA GUIA [CHASSI DA CAÇAMBA - CBH9]
034160,034160 - REFORÇO INFERIOR [GIGANTE ALT 4,034160 - REFORÇO INFERIOR [GIGANTE ALT 4
033839,033839 - ORELHA DE FIXAÇÃO [DOBRADIÇA - CBHL6000],033839 - ORELHA DE FIXAÇÃO [DOBRADIÇA - CBHL6000]
033679,033679 - CORPO DA BASE REGULÁVEL [MACACO,033679 - CORPO DA BASE REGULÁVEL [MACACO
034414,034414 - FECHAMENTO [GRADE LATERAL INFER,034414 - FECHAMENTO [GRADE LATERAL INFER
415005,415005 - PLASMA,415005 - PLASMA
025846,025846 - REFORCO LAT DA PLACA - 5 RODA - CBH  CBHM 02 EIXOS,025846 - REFORCO LAT DA PLACA - 5 RODA - CBH  CBHM 02 EIXOS
033843,033843 - ORELHA [DOBRADIÇA - CBHL6000],033843 - ORELHA [DOBRADIÇA - CBHL6000]
033846,033846 - REFORÇO DO BRAÇO DE ARTICULAÇÃO [GRADE LAT INFERIOR ESQUERDA - CBHL MERIPOBO],033846 - REFORÇO DO BRAÇO DE ARTICULAÇÃO [GRADE LAT INFERIOR ESQUERDA - CBHL MERIPOBO]
032269,032269 - REFORÇO LATERAL [PLATAFORMA - CBHL 6000 M23],032269 - REFORÇO LATERAL [PLATAFORMA - CBHL 6000 M23]
032352,032352 - SUP FRONTAL COM FUROS,032352 - SUP FRONTAL COM FUROS
025745,025745 - APOIO SUPORTE DE MOLAS - CHASSI,025745 - APOIO SUPORTE DE MOLAS - CHASSI
493296,493296 - FECHAMENTO LATERAL _ TAMPA TRAS,493296 - FECHAMENTO LATERAL _ TAMPA TRAS
030503,030503,030503
032800,032800 - PLACA DE FIXAÇÃO [ESCADA - CAÇA,032800 - PLACA DE FIXAÇÃO [ESCADA - CAÇA
483023,483023 - PLASMA,483023 - PLASMA
900083,900083 - BASE [TOTEM LANÇAMENTO],900083 - BASE [TOTEM LANÇAMENTO]
900084,900084,900084
030469,030469-FECHAMENTO MENOR,030469-FECHAMENTO MENOR
480009,480009 - ANILHO DA MOLA [CAÇAMBA SIMPLES - CBH],480009 - ANILHO DA MOLA [CAÇAMBA SIMPLES - CBH]
029662,029662 - LONGARINA [F6],029662 - LONGARINA [F6]
014539,014539 - CHAPEAMENTO SUPERIOR [TAMPA TRASEIRA - CBHM8000],014539 - CHAPEAMENTO SUPERIOR [TAMPA TRASEIRA - CBHM8000]
464259,464259 - CHAPEAMENTO INFERIOR [TAMPA TRASEIRA - CBHM1000],464259 - CHAPEAMENTO INFERIOR [TAMPA TRASEIRA - CBHM1000]
491421,491421 - GUARDA DE FECHAMENTO [CORPO DO TANQUE - FTC4300-6500],491421 - GUARDA DE FECHAMENTO [CORPO DO TANQUE - FTC4300-6500]
025847,025847 - PLACA DE APOIO - 5 RODA - CBH CBHM 02 EIXOS,025847 - PLACA DE APOIO - 5 RODA - CBH CBHM 02 EIXOS
496935,496935AE - ORELHA [CAMISA DO CILINDRO - CBHM],496935AE - ORELHA [CAMISA DO CILINDRO - CBHM]
PEÇA SAMUEL,PEÇA SAMUEL,PEÇA SAMUEL
031225,031225LA - DOBRADIÇA SUPERIOR [TAMPA TRASEIRA ABL],031225LA - DOBRADIÇA SUPERIOR [TAMPA TRASEIRA ABL]
496935,496935 - ORELHA [CAMISA DO CILINDRO - CBHM],496935 - ORELHA [CAMISA DO CILINDRO - CBHM]
031225,031225PL - DOBRADIÇA SUPERIOR [TAMPA TRASEIRA ABL],031225PL - DOBRADIÇA SUPERIOR [TAMPA TRASEIRA ABL]
031081,031081-ENGATE TRAS. SUP..DWG  90MM,031081-ENGATE TRAS. SUP..DWG  90MM
030494,030494 - LONGARINA _ CHASSI _ CBH-CBHM,030494 - LONGARINA _ CHASSI _ CBH-CBHM
033063,033063 - CANTONEIRA TRASEIRA [PLAT. FA2A M22],033063 - CANTONEIRA TRASEIRA [PLAT. FA2A M22]
gabarito,gabarito,gabarito
032553,032553 - TRANSVERSINA TRASEIRA _ PLATAFORMA _ CBHM 3500-5000-6000-8000-10000,032553 - TRANSVERSINA TRASEIRA _ PLATAFORMA _ CBHM 3500-5000-6000-8000-10000
034383,034383 - FECHAMENTO LATERAL [GRADE LATER,034383 - FECHAMENTO LATERAL [GRADE LATER
034105,034105 - REFORÇO ABA [GRADE LATERAL SUPE,034105 - REFORÇO ABA [GRADE LATERAL SUPE
034530,034530 - APOIO CENTRAL DA ESTEIRA [CHASSI - MCF M23],034530 - APOIO CENTRAL DA ESTEIRA [CHASSI - MCF M23]
034569,034569 - FECHAMENTO DO EIXO [CHASSI - MCF M23],034569 - FECHAMENTO DO EIXO [CHASSI - MCF M23]
034570,034570 - REFORÇO DA HASTE DE FIXAÇÃO [CHASSI - MCF M23],034570 - REFORÇO DA HASTE DE FIXAÇÃO [CHASSI - MCF M23]
034378,034378 - REFORÇO DOBRADO [GRADE LAT INFE,034378 - REFORÇO DOBRADO [GRADE LAT INFE
034586,034586 - PLACA DE FIXAÇÃO [ROLO MOTOR -,034586 - PLACA DE FIXAÇÃO [ROLO MOTOR -
034020,034020 - ESBARRO LATERAL [CBHL6000],034020 - ESBARRO LATERAL [CBHL6000]
034413,034413 - ESBARRO DO FECHO RAPIDO [GRADE,034413 - ESBARRO DO FECHO RAPIDO [GRADE
034898,034898 - FECHAMENTO LATERAL [BASE DO CILINDRO - CBHL6000],034898 - FECHAMENTO LATERAL [BASE DO CILINDRO - CBHL6000]
025557,025557 - TRANSVERSINA TRASEIRA- PLATAFOR,025557 - TRANSVERSINA TRASEIRA- PLATAFOR
034152,034152 - TRANSVERSINA TRASEIRA  com nome,034152 - TRANSVERSINA TRASEIRA  com nome
418778,418778 - Plasma,418778 - Plasma
025842,025842 - REF DA PLACA - 5 RODA - CBH CBHM 02 EIXOS,025842 - REF DA PLACA - 5 RODA - CBH CBHM 02 EIXOS
031081,031081-ENGATE TRAS. SUP.,031081-ENGATE TRAS. SUP.
025555,025555 - TRANSVERSINA DIANTEIRA- PLATAFO,025555 - TRANSVERSINA DIANTEIRA- PLATAFO
032670,032670 - REFORÇO MENOR [GAIOLA KIT INCEN,032670 - REFORÇO MENOR [GAIOLA KIT INCEN
032585,032585 - ORELHA DE FIXAÇÃO SUPERIOR _ TA,032585 - ORELHA DE FIXAÇÃO SUPERIOR _ TA
025886,025886 - COLUNA INTERMEDIARIA [FECHAMENT,025886 - COLUNA INTERMEDIARIA [FECHAMENT
025557,025557 - TRANSVERSINA TRASEIRA [PLATAFOR,025557 - TRANSVERSINA TRASEIRA [PLATAFOR
032460,032460 - TRANSVERSINA TRASEIRA _ PLATAFO,032460 - TRANSVERSINA TRASEIRA _ PLATAFO
032458,032458 - TRANSVERSINA DIANT _ PLATAF _ U,032458 - TRANSVERSINA DIANT _ PLATAF _ U
032459,032459 - TRANSVERSINA INTERM _ PLATAF _,032459 - TRANSVERSINA INTERM _ PLATAF _
032689,032689 - TRANSVERSINA INTERM [PLAT. FA2A,032689 - TRANSVERSINA INTERM [PLAT. FA2A
032367,032367 - CHAPEAM. TAMPA TRASEIRA (USO GERAL),032367 - CHAPEAM. TAMPA TRASEIRA (USO GERAL)
025557,025557 - TRANSVERSINA TRASEIRA [PLATAFORMA MT - F6],025557 - TRANSVERSINA TRASEIRA [PLATAFORMA MT - F6]
025566,025566 - SUPORTE [FECHAMENTO TRASEIRO - F6],025566 - SUPORTE [FECHAMENTO TRASEIRO - F6]
034882,034882 - NOVA BASE DO ESGUICHO [CHASSI -,034882 - NOVA BASE DO ESGUICHO [CHASSI -
025835,025835 - BATEDOR DO EIXO - EIXO DIANT CB,025835 - BATEDOR DO EIXO - EIXO DIANT CB
025561,"025561 - COLUNA - FECHAMENTO DIANT (FR) - S4,0-3,2M","025561 - COLUNA - FECHAMENTO DIANT (FR) - S4,0-3,2M"
21,21,21
476936,476936 - SUPORTE DE FIXAÇÃO DO EIXO [EIX,476936 - SUPORTE DE FIXAÇÃO DO EIXO [EIX
025841,025841 - LIMITADOR - 5 RODA - CBH CBHM 02 EIXOS,025841 - LIMITADOR - 5 RODA - CBH CBHM 02 EIXOS
418894,418894 - LUVA DE UNIÃO,418894 - LUVA DE UNIÃO
025830,025830 - REFORÇO INTERMEDIÁRIO - KIT COMPLEM DO IÇAMENTO CARRETA MELÃO,025830 - REFORÇO INTERMEDIÁRIO - KIT COMPLEM DO IÇAMENTO CARRETA MELÃO
032100,032100 - SUPORTE DA SAPATA [TANQUE SIMPLES - TDV5000],032100 - SUPORTE DA SAPATA [TANQUE SIMPLES - TDV5000]
032712,032712 - ORELHA DE FIXAÇÃO [CHASSI - FTD5000],032712 - ORELHA DE FIXAÇÃO [CHASSI - FTD5000]
032718,032718 - ORELHA DE FIXAÇÃO [TANQUE SIMPLES - TDV5000],032718 - ORELHA DE FIXAÇÃO [TANQUE SIMPLES - TDV5000]
032719,032719 - REFORÇO DA ORELHA [TANQUE SIMPLES - TDV5000],032719 - REFORÇO DA ORELHA [TANQUE SIMPLES - TDV5000]
032713,032713 - REFORÇO DA ORELHA [CHASSI - TDV5000],032713 - REFORÇO DA ORELHA [CHASSI - TDV5000]
025125,025125 - ARRUELA GUIA [IÇAMENTO - CBHL6000 M22],025125 - ARRUELA GUIA [IÇAMENTO - CBHL6000 M22]
025821,025821 - ARRUELA INTERNA - COMPL GUIA DO ÊMBOLO - CARR MELÃO,025821 - ARRUELA INTERNA - COMPL GUIA DO ÊMBOLO - CARR MELÃO
414876,414876 PLASMA 1,414876 PLASMA 1
025829,025829 - ARRUELA EXTERNA,025829 - ARRUELA EXTERNA
032991,032991 - CORRIMÃO MENOR [GRADIL - TDV 5000],032991 - CORRIMÃO MENOR [GRADIL - TDV 5000]
032989,032989 - COLUNA LATERAL [GRADIL - TDV5000],032989 - COLUNA LATERAL [GRADIL - TDV5000]
032990,032990 - COLUNA CENTRAL [GRADIL - TDV500],032990 - COLUNA CENTRAL [GRADIL - TDV500]
032540,032540 - LONGARINA [PLATAFORMA - F6C],032540 - LONGARINA [PLATAFORMA - F6C]
032101,032101 - REFORÇO LATERAL DA SAPATA [TANQUE SIMPLES - TDV5000],032101 - REFORÇO LATERAL DA SAPATA [TANQUE SIMPLES - TDV5000]
033949,033949 - ORELHA DO CILINDRO [CBHL6000 M22] ,033949 - ORELHA DO CILINDRO [CBHL6000 M22] 
032103,032103 - FECHAMENTO TRASEIRO [CORPO DO TANQUE - TDV5000],032103 - FECHAMENTO TRASEIRO [CORPO DO TANQUE - TDV5000]
032102,032102 - FECHAMENTO DIANTEIRO [CORPO DO TANQUE - FTD5000],032102 - FECHAMENTO DIANTEIRO [CORPO DO TANQUE - FTD5000]
034677,034677 - DOBRADIÇA DO CILINDRO  [ESTEIRA ESQUERDA 02 - MCF M23],034677 - DOBRADIÇA DO CILINDRO  [ESTEIRA ESQUERDA 02 - MCF M23]
034662,034662 - REFORÇO MAIOR DOBRADIÇA,034662 - REFORÇO MAIOR DOBRADIÇA
034663,034663 - REFORÇO MENOR DOBRADIÇA,034663 - REFORÇO MENOR DOBRADIÇA
034664,034664 - COMPLEMENTO MAIOR DO REFORÇO,034664 - COMPLEMENTO MAIOR DO REFORÇO
034665,034665 - REFORÇO MÉDIO DOBRADIÇA,034665 - REFORÇO MÉDIO DOBRADIÇA
034666,034666 - COMPLEMENTO MENOR DO REFORÇO,034666 - COMPLEMENTO MENOR DO REFORÇO
034658,034658 - REFORÇO EXTERNO DOBRADIÇA [ESTEIRA DIREITA - MCF M23],034658 - REFORÇO EXTERNO DOBRADIÇA [ESTEIRA DIREITA - MCF M23]
034935,034935 - ORELHA [BRAÇO ESTABILIZADOR - MCF M23],034935 - ORELHA [BRAÇO ESTABILIZADOR - MCF M23]
464296,464296 - 464338 - LONGARINA [PLATAFORMA,464296 - 464338 - LONGARINA [PLATAFORMA
034940,034940 - COLUNA DE AJUSTE [FT12500],034940 - COLUNA DE AJUSTE [FT12500]
034941,034941 - BASE DO SUPORTE [FT12500],034941 - BASE DO SUPORTE [FT12500]
034628,034628 - REFORÇO DA FIXAÇÃO DO CILINDRO,034628 - REFORÇO DA FIXAÇÃO DO CILINDRO
034921,034921 - RAMPA DE TRANSIÇÃO [ESTEIRA ELE,034921 - RAMPA DE TRANSIÇÃO [ESTEIRA ELE
034691,034691 - HASTE [ARTICULAÇÃO MENOR - MCF,034691 - HASTE [ARTICULAÇÃO MENOR - MCF
034676,034676 - REFORÇO [ARTICULAÇÃO MENOR - MC,034676 - REFORÇO [ARTICULAÇÃO MENOR - MC
034693,034693 - REFORÇO [ARTICULAÇÃO MENOR - MC,034693 - REFORÇO [ARTICULAÇÃO MENOR - MC
034694,034694 - HASTE [ARTICULAÇÃO MENOR - MCF,034694 - HASTE [ARTICULAÇÃO MENOR - MCF
034923,034923 - CORPO DA LUVA DE ENGATE [IÇAMENTO SIMPLES - MCF M23],034923 - CORPO DA LUVA DE ENGATE [IÇAMENTO SIMPLES - MCF M23]
900103,900103 - PISO INCLINADO,900103 - PISO INCLINADO
034920,034920 - REFORÇO DA DOBRADIÇA DO CILINDRO MENOR,034920 - REFORÇO DA DOBRADIÇA DO CILINDRO MENOR
034921,034921 - RAMPA DE TRANSIÇÃO [ESTEIRA ELEVATÓRIA INFERIOR - MCF M23],034921 - RAMPA DE TRANSIÇÃO [ESTEIRA ELEVATÓRIA INFERIOR - MCF M23]
900103,900103 - PISO INCLINADO ,900103 - PISO INCLINADO 
034937,034937 - ABA DE FIXAÇÃO [ESPAÇADOR - MCF M23],034937 - ABA DE FIXAÇÃO [ESPAÇADOR - MCF M23]
030751,"030751 - CORPO _ TAMPA LATERAL GRAN-FORR TRS _ CBH 4,0T","030751 - CORPO _ TAMPA LATERAL GRAN-FORR TRS _ CBH 4,0T"
446841,446841 - REFORÇO LONG-CHASSI [CHASSI - F4],446841 - REFORÇO LONG-CHASSI [CHASSI - F4]
125 X 1185,125 X 1185,125 X 1185
028766,028766EXT - DOBRADIÇA [FUEIRO - CBH],028766EXT - DOBRADIÇA [FUEIRO - CBH]
034249,034249 - REFORÇO INFERIOR 2 [PLATAFORMA,034249 - REFORÇO INFERIOR 2 [PLATAFORMA
034952,034952 - TRANSVERSINA Z,034952 - TRANSVERSINA Z
026871,026871,026871
034922,034922 - SAIA 02 [MCF16],034922 - SAIA 02 [MCF16]
034916,034916 - SAIA 01 [MCF16],034916 - SAIA 01 [MCF16]
034924,034924 - SAIA 03 [MCF16],034924 - SAIA 03 [MCF16]
034925,034925 - SAIA 04 [MCF16],034925 - SAIA 04 [MCF16]
028795,028795 - CHAPA FECHAMENTO RODA v2 (ATUAL,028795 - CHAPA FECHAMENTO RODA v2 (ATUAL
032710,032710 - REFORÇO SUPORTE FRONTAL [CHASSI,032710 - REFORÇO SUPORTE FRONTAL [CHASSI
032711,032711 - FECHAMENTO FRONTAL [CHASSI - TD,032711 - FECHAMENTO FRONTAL [CHASSI - TD
032706,032706 - SUPORTE FRONTAL [CHASSI - TDV50,032706 - SUPORTE FRONTAL [CHASSI - TDV50
032707,032707 - FECHAMENTO DIANTEIRO [CHASSI -,032707 - FECHAMENTO DIANTEIRO [CHASSI -
032708,032708 - FECHAMENTO TRASEIRO [CHASSI - T,032708 - FECHAMENTO TRASEIRO [CHASSI - T
032714,032714 - SUPORTE DO ENGATE [CHASSI - TDV,032714 - SUPORTE DO ENGATE [CHASSI - TDV
